Date,Time,S/N of Head,S/N of Diode,S/N of PS,Use time of Head,Use time of Diode,Use time of PS,Set Power,Actual Power,Set Current Oscillator,Act Current Oscillator,Set Temp. Diode1,Temp. Diode1,Set Temp. Van1,Temp. Van1,Set Temp. SHG,Temp. SHG,Set Temp. THG,Temp. THG,Set Temp. SBR,Temp. SBR,Maximum power of last system Start-up,Maximum Diode Current of last system Start-up,Spot Hours,Spot Number,Temp. HSH,Temp. HSD,Fault Number of ten times in the past
7/5/2017,8:45:25,164371,1027781,B28969,7320.41,7321.11,8345.52,2,2,112.63,110.97,23.3,23.3,20,20,150.8,150.8,56,56,0,50,2.96,117.75,999.27,7,35.4,28.1,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
7/5/2017,8:55:26,164371,1027781,B28969,7320.51,7321.21,8346.01,2,2,112.63,111.01,23.3,23.3,20,20,150.9,150.8,56,56,0,49.9,2.96,117.75,999.37,7,35.4,27,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
8/16/2017,7:48:43,164371,1027781,B28969,8308.14,8308.45,9333.27,2,2,113.63,111.79,23.3,23.3,20,20,150.9,150.8,56,56,0,50.1,2.9,117.81,972.42,8,35.5,27.8,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
8/16/2017,8:01:38,164371,1027781,B28969,8308.26,8308.57,9333.4,2,2,114.13,112.7,23.3,23.3,20,20,150.4,150.4,56,56,0,49.6,2.86,118,0.11,9,35.1,27.8,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
8/30/2017,9:10:45,164371,1027781,B28969,8639.04,8639.35,9664.18,2,2,114.13,112.11,23.3,23.3,20,20,150.9,150.9,56.1,56.1,0,50,2.86,118,333.55,9,35.4,27.8,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
9/4/2017,8:09:43,164371,1027781,B28969,8755.46,8756.16,9780.6,2,2,114.13,112.14,23.3,23.3,20,20,150.9,150.8,56.1,56.1,0,49.8,2.86,118,450.36,9,35.3,27.6,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
9/11/2017,9:56:56,164371,1027781,B28969,8922.15,8922.46,9947.29,2,2,114.13,112.17,23.3,23.3,20,20,150.9,150.8,56.1,56.1,0,49.7,2.86,118,618.51,9,35.2,27.6,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
9/28/2017,9:22:41,164371,1027781,B28969,9321.49,9322.19,10347.02,2,2,114.13,112.37,23.3,23.3,20,20,150.9,150.9,56.1,56.1,0,49.8,2.86,118,1025.03,9,35,27.4,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
9/28/2017,9:30:52,164371,1027781,B28969,9321.57,9322.27,10347.11,2,2,115.13,113.12,23.3,23.3,20,19.9,150.4,150.3,56.1,56,0,49.4,2.74,117.62,0.07,10,34.6,27.5,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
11/7/2017,9:33:12,164371,1027781,B28969,10264.24,10264.55,11289.39,2,2,115.13,113.22,23.3,23.3,20,19.9,150.9,151,56,56,0,49.9,2.74,117.62,952.53,10,35.3,27.7,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
11/7/2017,9:41:39,164371,1027781,B28969,10264.3,10265,11289.47,2,2,117.12,115.7,23.3,23.3,20,20,150.4,150.4,56,56,0,49.7,2.49,118,0.06,11,34.8,27.7,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
12/19/2017,9:32:15,164371,1027781,B28969,11252.52,11253.22,12278.08,2,2,117.12,116.37,23.3,23.3,20,20,150.8,150.8,56,56,0,49.9,2.49,118,999.32,11,35.2,27.7,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
12/19/2017,9:36:11,164371,1027781,B28969,11252.56,11253.26,12278.12,2,2,117.12,116.36,23.3,23.3,20,20,150.8,150.8,56,56,0,50.1,2.49,118,999.36,11,35.2,27.7,0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00|0|0.00
